train-rmse,6655.581388037873
train-mape,0.048402051771085634
train-r2,0.8391551353816663
train-rmse-25,7803.3059118051315
train-mape-25,0.04802259480755375
train-r2-25,0.19913372420933617
val-rmse,7352.72163196853
val-mape,0.05154981836041904
val-r2,0.8018594249952662
val-rmse-25,9620.915372292806
val-mape-25,0.060263665155652464
val-r2-25,-0.41462911319322004
test-rmse,7113.486174512923
test-mape,0.05301823919374173
test-r2,0.8148929823362445
test-rmse-25,8290.543176320669
test-mape-25,0.05252249547005763
test-r2-25,0.13656711033826652
