train-rmse,2289.2108527879163
train-mape,0.06095287908559505
train-r2,0.8083457383686709
train-rmse-25,2432.034319821606
train-mape-25,0.049493238489772697
train-r2-25,0.4408588296844478
val-rmse,2479.6622941719884
val-mape,0.06829327244890145
val-r2,0.7957885867496723
val-rmse-25,2720.9741483885723
val-mape-25,0.05642612870915958
val-r2-25,0.25331931024897847
test-rmse,3288.088903283699
test-mape,0.09671392869302232
test-r2,0.601225551180423
test-rmse-25,2431.072591312434
test-mape-25,0.0516783040406581
test-r2-25,0.5836909169617593
