train-rmse,156.04926570944426
train-mape,0.039769792394620765
train-r2,0.8192877355090915
train-rmse-25,215.7716808473251
train-mape-25,0.05077583931297535
train-r2-25,-0.0803776566976
val-rmse,156.26992211705118
val-mape,0.04140622048377754
val-r2,0.8161986809045465
val-rmse-25,220.71733465579885
val-mape-25,0.0487710461476454
val-r2-25,-0.08339001283109782
test-rmse,170.43209274313085
test-mape,0.04530796657993119
test-r2,0.7784090058458932
test-rmse-25,219.92671465613745
test-mape-25,0.04921268887457886
test-r2-25,0.23756520531234548
